24;GM;MUC;LJU;2017-01-14T19:55:00;2017-01-14T20:45:00
24;SI;LJU;CDG;2017-01-18T06:50:00;2017-01-18T08:40:00
24;FR;CDG;DXB;2017-01-20T14:25:00;2017-01-21T00:15:00
24;AE;DXB;PRG;2017-01-28T08:45:00;2017-01-28T12:25:00
24;EZ;PRG;MAD;2017-02-19T19:40:00;2017-02-19T22:40:00
25;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
25;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
25;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
25;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
25;CA;YYZ;CPH;2016-11-24T21:05:00;2016-11-25T10:45:00
25;DA;CPH;VIE;2016-12-09T07:15:00;2016-12-09T09:05:00
25;AU;VIE;TLV;2016-12-22T10:25:00;2016-12-22T14:55:00
25;IS;TLV;OTP;2017-01-01T12:35:00;2017-01-01T15:10:00
25;RO;OTP;FRA;2017-02-10T14:10:00;2017-02-10T15:50:00
25;GM;FRA;FUE;2017-02-23T12:55:00;2017-02-23T16:30:00
26;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
26;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
26;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
26;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
26;CA;YYZ;CPH;2016-11-24T21:05:00;2016-11-25T10:45:00
26;DA;CPH;VIE;2016-12-09T07:15:00;2016-12-09T09:05:00
26;AU;VIE;OTP;2016-12-09T17:35:00;2016-12-09T20:10:00
26;RO;OTP;MUC;2017-01-15T06:05:00;2017-01-15T07:10:00
26;GM;MUC;PRG;2017-02-10T11:45:00;2017-02-10T12:35:00
26;EZ;PRG;MAD;2017-02-19T19:40:00;2017-02-19T22:40:00
27;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
27;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
27;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
27;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
27;CA;YYZ;CPH;2016-11-24T21:05:00;2016-11-25T10:45:00
27;DA;CPH;VIE;2016-12-09T10:10:00;2016-12-09T11:55:00
27;AU;VIE;TLV;2016-12-22T10:25:00;2016-12-22T14:55:00
27;IS;TLV;OTP;2017-01-01T12:35:00;2017-01-01T15:10:00
27;RO;OTP;FRA;2017-02-10T14:10:00;2017-02-10T15:50:00
27;GM;FRA;FUE;2017-02-23T12:55:00;2017-02-23T16:30:00
28;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
28;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
28;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
28;BR;GRU;YYZ;2016-09-21T20:05:00;2016-09-22T05:40:00
28;CA;YYZ;CPH;2016-11-24T21:05:00;2016-11-25T10:45:00
28;DA;CPH;VIE;2016-12-09T10:10:00;2016-12-09T11:55:00
28;AU;VIE;OTP;2016-12-09T17:35:00;2016-12-09T20:10:00
28;RO;OTP;MUC;2017-01-15T06:05:00;2017-01-15T07:10:00
28;GM;MUC;PRG;2017-02-10T11:45:00;2017-02-10T12:35:00
28;EZ;PRG;MAD;2017-02-19T19:40:00;2017-02-19T22:40:00
29;SP;VLC;LGW;2016-03-26T17:05:00;2016-03-26T18:25:00
29;UK;LGW;PUJ;2016-04-01T12:05:00;2016-04-01T15:55:00
29;DR;PUJ;GRU;2016-04-21T01:50:00;2016-04-21T10:00:00
